good,dirty,wait,lastyear,usa
0,2,0.98,5,1
0,0,2.43,1,1
1,0,1.58,4,1
1,1,1.58,1,1
0,0,1.99,1,1
0,0,1.06,1,1
1,0,5.58,2,1
0,1,1.99,1,1
0,0,3.39,1,1
1,0,5.66,3,1
1,0,1.99,1,1
0,0,1.58,1,1
0,0,4.24,4,1
1,0,5.58,8,1
0,0,5.58,1,1
0,0,5.58,1,1
0,0,1.99,1,1
0,0,5.33,1,1
0,0,1.06,3,1
1,0,1.96,5,1
1,0,1.96,3,1
1,1,0.91,3,1
1,0,5.49,2,1
1,0,5.68,1,1
1,0,5.49,2,1
0,2,1.48,2,1
0,3,4.68,23,1
0,0,0.98,1,1
1,0,0.89,1,1
0,0,4.09,2,1
1,0,1.99,1,1
1,0,1.06,1,1
0,0,0.89,1,1
1,0,1.99,1,1
0,0,1.31,2,1
1,0,1.58,1,1
1,0,2.43,1,1
1,0,1.99,3,1
0,0,1.06,1,1
0,0,2.43,1,1
1,1,0.73,4,1
1,0,1.06,6,1
1,0,1.66,2,1
0,0,0.98,2,1
0,0,5.41,1,1
1,0,5.41,9,1
1,0,5.66,2,1
1,0,0.89,2,1
1,0,0.81,2,1
0,0,0.81,2,1
0,0,5.66,2,1
1,0,4.68,5,1
1,0,1.39,1,1
0,0,5.41,4,1
0,0,5.41,3,1
1,0,1.66,1,1
0,0,1.14,1,1
0,0,1.14,2,1
1,0,1.14,1,1
1,0,0.98,3,1
0,0,1.73,1,0
0,0,1.99,2,0
0,1,2.43,22,0
1,0,2.43,5,0
0,0,2.43,2,0
1,0,1.99,6,0
0,0,2.64,1,0
1,0,1.88,2,0
0,0,2.64,1,0
1,0,1.99,1,0
1,0,1.79,1,0
1,0,1.99,4,0
0,0,1.58,1,0
0,0,1.99,2,0
1,0,1.99,2,0
1,0,1.58,1,0
1,0,1.58,3,0
1,0,1.99,1,0
0,0,1.73,1,0
0,0,1.58,1,0
1,0,1.06,3,0
1,0,1.58,1,0
0,0,1.99,6,0
1,0,2.51,1,0
1,0,2.51,1,0
0,0,2.51,19,0
1,0,1.66,1,0
1,0,2.06,1,0
0,0,2.06,1,0
0,0,2.06,1,0
0,0,0.89,1,0
1,0,2.51,1,0
0,0,2.51,1,0
1,0,2.96,2,0
1,0,0.89,1,1
1,0,0.89,3,1
1,0,1.88,2,1
1,0,5.41,22,1
0,0,1.39,1,1
1,0,1.14,3,1
1,0,1.06,1,1
1,0,1.39,2,1
1,0,0.81,2,1
1,0,5.41,1,1
1,0,1.88,2,1
1,0,1.14,2,1
1,0,5.66,8,1
1,0,5.41,1,1
0,0,5.41,2,1
0,0,5.41,3,1
1,0,5.41,10,1
1,0,1.39,5,1
1,1,1.39,1,1
1,0,0.89,1,1
0,0,5.41,9,1
1,2,3.03,1,1
1,0,0.89,1,1
1,0,3.41,1,0
1,0,2.88,2,0
1,0,2.06,2,0
1,0,3.41,1,0
1,0,3.03,1,0
0,0,2.06,1,0
1,0,2.51,2,0
0,0,2.51,1,0
1,0,2.06,1,0
0,0,3.03,1,0
0,0,2.06,4,0
1,0,2.88,2,0
0,0,4.48,1,0
1,0,2.88,2,0
0,0,3.03,1,0
1,0,2.88,4,0
1,0,2.06,1,0
0,0,2.88,2,0
1,0,4.41,1,0
1,0,3.76,1,0
0,0,2.88,1,0
1,0,2.06,2,0
0,1,1.48,2,1
1,0,1.48,4,1
1,0,1.31,67,1
0,0,1.48,1,1
0,0,1.96,1,1
1,0,1.48,6,1
0,0,1.96,2,1
1,0,0.98,1,1
1,0,5.66,9,1
0,0,0.73,3,1
1,0,0.81,1,1
0,1,5.49,3,1
0,0,0.98,5,1
1,0,5.66,1,1
0,0,5.49,1,1
1,1,5.66,4,1
0,0,2.78,1,1
0,2,1.23,1,1
0,0,5.49,7,1
1,0,1.48,2,1
0,1,4.68,1,1
0,1,4.68,1,1
0,1,0.98,1,1
